user_id,age,income,loan_amount,loan_term_months,credit_score,employment_years,is_self_employed,region,default
user_79,21,79857,20387,12,672,8,0,South,1
user_80,24,69019,12702,36,703,1,0,West,0
user_81,64,30844,21635,12,679,13,0,South,0
user_82,55,62519,1596,12,736,4,0,West,0
user_83,43,113074,22740,24,705,2,0,East,0
user_84,47,83788,14659,12,674,11,0,North,0
user_85,46,43439,16699,36,555,11,0,South,0
user_86,28,74334,9685,48,719,6,1,North,0
user_87,63,31681,17636,48,632,0,0,North,0
user_88,36,32573,13130,48,714,2,0,East,0
user_89,61,58653,9030,48,699,10,1,East,0
user_90,23,71033,8961,24,672,12,0,West,0
user_91,52,76226,8873,36,718,9,0,East,0
user_92,25,76503,16901,24,700,18,0,West,1
user_93,40,69895,11821,48,693,3,1,East,0
user_94,34,27720,6799,24,611,4,0,East,0
user_95,52,58781,16846,12,681,10,0,South,0
user_96,46,79373,4136,36,630,8,0,East,0
user_97,26,68865,21645,12,636,12,1,South,1
user_98,56,63642,24932,24,665,16,0,East,0
user_99,60,66584,8437,12,738,14,0,South,0
user_100,25,66250,20262,24,694,12,0,North,0
user_101,33,20702,16745,24,697,10,0,West,0
user_102,52,83097,12499,36,710,0,1,East,0
user_103,36,57789,12733,36,645,7,0,South,0
user_104,21,74151,18272,36,616,4,1,East,0
user_105,33,13887,14800,48,609,15,0,South,0
user_106,31,93219,2028,36,689,3,0,South,0
user_107,28,36871,25365,12,719,18,0,East,0
user_108,45,110826,17165,36,716,17,0,West,0
user_109,60,102384,14739,36,646,1,0,South,0
user_110,52,33501,11407,36,734,12,0,North,0
user_111,44,76340,14055,24,761,15,0,East,0
user_112,48,39655,21345,24,704,7,0,North,0
user_113,34,47211,16308,36,739,18,0,South,0
user_114,23,47663,16876,24,714,2,0,South,0
user_115,56,68958,8754,24,670,18,0,East,0
user_116,47,66492,13251,48,653,16,0,West,0
user_117,40,35968,15255,12,615,8,0,North,1
user_118,35,68799,18482,24,662,16,0,West,0
user_119,47,55917,12920,12,670,0,0,North,0
user_120,61,23588,19639,24,671,3,0,West,0
user_121,48,51319,9278,36,675,14,1,East,0
user_122,45,93208,15347,24,588,11,0,North,1
user_123,62,51994,14511,24,711,16,0,East,1
user_124,64,23289,7422,12,715,11,0,West,0
user_125,53,76289,14761,36,694,15,0,West,1
user_126,34,41449,12086,48,633,12,0,West,0
user_127,28,64288,22068,12,694,10,0,East,1
user_128,34,56560,12948,36,680,14,0,South,0
user_129,21,95233,16754,36,698,15,0,South,0
user_130,36,56574,8844,12,742,5,0,North,0
user_131,38,37108,16182,24,672,10,0,East,0
user_132,27,50623,12924,36,687,14,0,East,0
user_133,35,35424,11118,48,645,4,1,East,1
user_134,44,55814,29169,24,716,2,0,West,0
user_135,33,95395,13232,12,708,1,0,East,0
user_136,29,84969,13940,12,688,0,1,South,0
user_137,35,100823,19509,12,637,14,0,North,1
user_138,55,69585,11157,12,652,1,0,South,1
user_139,44,62862,17016,48,606,19,0,East,0
user_140,53,40034,17551,48,652,5,1,North,0
user_141,36,65393,16223,36,708,11,0,North,0
user_142,28,57392,26481,48,695,15,0,East,0
user_143,49,75572,10978,12,686,13,1,East,1
user_144,43,37554,22688,48,739,3,0,South,0
user_145,51,61053,17360,24,692,7,0,South,1
user_146,60,28530,19547,24,656,11,0,West,0
user_147,34,66752,16706,36,652,13,0,West,0
user_148,50,73515,24391,12,670,19,1,West,0
user_149,59,27569,13399,48,661,12,0,East,0
user_150,47,33204,17486,36,718,4,0,East,1
user_151,36,34080,21527,36,696,11,1,West,1
user_152,26,56447,12205,48,667,9,0,West,0
user_153,53,32050,20002,36,668,18,0,South,1
user_154,64,87569,14906,12,708,12,0,West,0
user_155,38,68723,8825,48,720,8,0,West,0
user_156,36,71980,7742,24,606,10,0,North,0
user_157,32,28219,14545,24,673,4,1,West,0
user_158,40,85863,19954,48,683,12,0,North,1
user_159,60,72992,4605,36,701,9,1,West,0
user_160,49,46353,16002,36,684,17,0,North,1
user_161,50,29164,19461,24,696,14,1,West,0
user_162,46,58477,8610,24,670,19,1,South,0
user_163,42,50671,11830,12,647,11,0,East,0
user_164,53,51501,17861,36,711,3,1,North,0
user_165,59,45891,19242,12,712,4,0,East,0
user_166,49,74428,23020,24,706,7,0,South,0
user_167,42,7988,12068,24,713,4,0,West,0
user_168,33,88598,10922,24,641,0,0,West,0
user_169,29,79962,23263,24,659,17,0,South,0
user_170,44,64213,11225,12,724,18,0,East,0
user_171,35,57118,17536,24,694,18,0,East,0
user_172,56,81661,25915,48,682,9,0,East,0
user_173,33,59154,18763,36,669,8,0,East,1
user_174,47,54431,18916,24,730,0,1,North,0
user_175,64,82774,21390,36,609,19,0,East,0
user_176,57,101867,17624,24,691,2,0,North,1
user_177,27,40579,18940,12,677,12,0,South,0
user_178,28,68495,13287,36,629,5,1,West,0
user_179,57,38272,20799,12,744,5,0,North,1
user_180,61,70032,17067,24,572,17,0,East,0
user_181,34,44436,7609,48,684,4,0,West,0
user_182,32,84230,16214,48,701,16,0,North,0
user_183,56,57997,4151,48,640,2,0,West,0
user_184,60,60929,18569,48,691,4,0,South,1
user_185,37,92622,13832,48,671,2,0,East,0
user_186,60,45339,24527,12,719,12,1,South,0
user_187,49,73696,17448,48,820,14,0,West,0
user_188,47,47330,19620,24,693,16,0,South,0
user_189,21,83925,9753,12,704,14,0,East,0
user_190,54,95735,18422,12,640,4,0,North,0
user_191,24,54741,11796,48,688,13,0,South,0
user_192,44,16118,20452,36,665,10,0,East,0
user_193,41,46237,9408,24,711,13,0,West,0
user_194,53,108652,15549,12,622,6,0,South,0
user_195,27,48157,9210,24,637,2,0,North,0
user_196,21,95420,15629,36,727,19,0,South,0
user_197,61,47874,25112,12,688,9,0,West,0
user_198,23,47380,18606,24,732,10,0,West,1
user_199,64,75583,14836,48,694,5,0,West,0
user_200,35,73186,2689,12,700,4,0,South,0
user_201,51,77043,12321,12,667,19,0,South,0
user_202,36,60098,17373,12,672,12,0,South,0
user_203,30,80687,12445,12,718,11,0,North,0
user_204,49,79230,22135,48,674,18,0,East,0
user_205,26,82980,15357,36,727,18,0,South,0
user_206,49,47528,20392,36,675,4,0,North,0
user_207,37,80672,16024,24,632,19,0,West,1
user_208,42,49573,13620,48,629,8,0,South,0
user_209,44,56857,12643,48,673,3,0,South,0
user_210,37,56447,9939,24,716,14,1,South,0
user_211,41,40037,20483,48,653,2,0,North,0
user_212,31,25289,12859,48,709,6,0,South,0
user_213,27,84474,17611,12,684,19,0,South,0
user_214,62,45955,12371,12,704,19,0,East,0
user_215,59,54605,9584,12,668,13,0,North,0
user_216,25,45385,17775,48,687,13,0,East,0
user_217,64,54866,11266,48,717,8,1,East,0
user_218,41,49881,12997,36,679,2,0,East,0
user_219,38,85581,8756,12,659,8,0,East,1
user_220,55,48189,12534,24,607,3,0,West,0
user_221,40,94291,15120,48,701,16,1,South,0
user_222,35,82785,13562,12,649,5,0,East,0
user_223,25,50511,19091,36,659,15,0,North,0
user_224,33,66396,15727,12,637,17,0,South,1
user_225,32,70386,30436,36,670,12,0,East,1
user_226,41,76832,17121,36,763,6,0,East,0
user_227,57,78809,6322,48,694,2,0,North,0
user_228,26,63732,13935,36,654,5,0,West,1
user_229,27,40911,14368,36,661,2,0,North,0
user_230,46,72817,11931,24,622,11,1,West,0
user_231,62,55269,15363,36,634,4,1,West,0
user_232,28,4215,11783,24,628,16,0,West,1
user_233,29,67805,16664,24,690,9,0,East,1
user_234,47,45317,5456,12,697,6,0,East,0
user_235,24,50832,20720,12,683,3,0,West,0
user_236,41,60120,7108,48,694,9,0,West,0
user_237,51,28927,13682,48,649,6,0,East,0
user_238,41,62780,11336,48,634,10,0,West,1
user_239,60,53665,16529,36,633,7,0,East,0
user_240,45,42455,14083,12,632,7,0,West,1
user_241,59,60924,16258,36,694,4,0,East,0
user_242,35,26196,20555,12,760,4,0,North,0
user_243,55,61512,18843,36,638,6,0,West,0
user_244,63,69411,15181,48,666,3,1,West,0
user_245,61,66104,17297,12,688,1,0,North,0
user_246,57,75777,24800,12,668,18,0,South,1
user_247,62,83307,19021,24,693,1,0,West,0
user_248,48,58373,13532,12,656,15,0,South,0
user_249,34,81908,21389,12,652,11,0,North,0
user_250,24,58298,16956,36,672,14,0,West,0
user_251,40,46010,10186,48,693,9,0,South,1
user_252,54,52144,14096,24,731,5,1,West,0
user_253,32,65339,7638,36,695,12,1,West,0
user_254,53,81703,3574,12,669,5,0,East,0
user_255,44,60029,10254,36,713,1,0,South,0
user_256,40,46526,15612,48,720,13,0,East,0
user_257,25,88885,15627,24,667,17,0,East,0
user_258,58,31303,7942,36,674,5,0,South,1
user_259,50,46655,3106,12,662,18,0,South,0
user_260,44,77855,22353,36,712,13,0,East,0
user_261,63,95329,15476,12,682,12,0,West,1
user_262,60,69613,22778,24,623,7,0,West,1
user_263,27,64997,22492,24,696,4,0,North,0
user_264,56,54182,18673,36,739,12,0,West,0
user_265,58,70961,15295,24,742,5,0,South,0
user_266,36,62587,13011,48,660,18,0,South,0
user_267,35,44909,18592,36,652,10,0,North,0
user_268,43,53820,14200,12,755,15,0,South,0
user_269,32,42651,12051,36,742,4,0,East,0
user_270,49,60272,4510,12,698,11,0,North,0
user_271,64,63236,14584,24,611,16,0,North,0
user_272,35,92687,20483,12,655,1,0,West,1
user_273,49,48052,21296,12,636,9,0,West,1
user_274,63,56384,15266,12,752,14,0,East,0
user_275,41,85183,10556,12,618,18,0,East,0
user_276,35,96101,19513,48,752,19,0,West,0
user_277,34,69494,14923,12,675,16,0,West,0
user_278,62,54928,13171,36,632,18,0,East,0
user_279,64,50539,7720,48,719,18,0,West,0
user_280,36,23138,25518,12,705,12,0,North,0
user_281,35,41444,18691,12,629,12,1,East,0
user_282,62,62031,19231,12,678,15,0,West,0
user_283,24,56380,10685,48,735,2,0,South,0
user_284,47,72468,15398,12,663,3,0,South,0
user_285,43,56095,14592,12,747,6,0,East,0
user_286,49,45478,18910,12,650,2,0,South,1
user_287,61,66826,21798,24,615,8,0,South,0
user_288,29,110105,7828,36,681,7,0,North,1
user_289,63,53653,9626,12,621,17,1,East,0
user_290,63,62777,18228,36,684,13,0,South,0
user_291,27,76938,12459,24,680,19,0,West,0
user_292,62,48567,19074,24,649,4,0,East,0
user_293,24,85455,13134,12,755,2,0,East,0
user_294,25,28419,8756,36,679,9,0,South,0
user_295,25,51845,6203,48,714,10,0,South,0
user_296,31,53775,17420,12,717,16,0,North,0
user_297,61,63023,17543,48,750,7,0,West,0
user_298,48,20570,19851,24,631,8,0,North,1
user_299,36,87054,16639,24,609,7,0,North,0
user_300,61,68284,-3787,36,748,19,0,West,0
user_301,50,82456,17517,48,703,1,0,South,0
user_302,24,92260,7712,48,685,3,0,North,0
user_303,22,45188,5661,12,674,15,0,East,0
user_304,23,10112,5059,36,667,8,0,North,1
user_305,41,82927,4599,36,714,8,0,West,0
user_306,26,54272,16394,48,622,4,1,North,1
user_307,63,37336,11344,24,699,2,0,North,0
user_308,38,71525,7404,36,721,13,0,East,1
user_309,64,109271,15115,24,709,14,0,West,0
user_310,25,57821,9470,12,677,5,0,East,0
user_311,29,79022,19905,36,679,15,0,South,0
user_312,40,40249,22251,36,731,9,0,West,0
user_313,48,26264,13911,12,703,13,0,North,1
user_314,46,78278,21886,36,750,11,0,East,0
user_315,38,70921,21877,48,610,8,0,East,1
user_316,39,50685,15423,48,716,18,0,West,0
user_317,23,94124,23667,12,647,11,0,East,1
user_318,29,24710,11891,24,677,12,0,West,0
user_319,56,35399,5223,24,735,12,0,South,0
user_320,51,49142,7228,36,639,16,0,West,1
user_321,37,52872,11661,24,764,1,0,West,0
user_322,43,89307,17671,24,724,19,0,South,1
user_323,54,60983,9225,12,703,8,0,South,0
user_324,61,56140,11620,24,642,7,0,North,0
user_325,61,34599,8752,24,672,6,0,East,0
user_326,25,81732,11735,24,665,4,0,South,0
user_327,35,37267,21713,48,630,18,0,South,0
user_328,23,34507,16787,48,723,2,0,East,0
user_329,39,51994,12115,12,663,12,0,East,0
user_330,48,63263,21102,36,672,5,0,North,0
user_331,23,45597,15128,12,674,10,0,North,0
user_332,58,74140,15668,36,671,3,0,West,0
user_333,24,54340,20713,36,701,2,0,North,0
user_334,44,81055,13286,24,655,3,0,South,0
user_335,51,70102,19581,24,720,2,1,South,1
user_336,31,95829,19224,12,656,12,0,East,0
user_337,57,51155,14272,12,678,14,0,North,0
user_338,21,76879,8019,12,627,11,0,West,0
user_339,29,24263,15063,48,722,14,0,West,1
user_340,37,117833,20686,48,733,10,0,West,0
user_341,21,75878,19098,48,708,10,0,West,0
user_342,23,54073,23551,48,686,12,0,East,1
user_343,46,54817,12547,48,678,11,0,North,0
user_344,51,55059,18896,24,617,5,1,North,0
user_345,46,96800,9968,36,625,19,0,North,1
user_346,43,77970,16007,48,710,18,0,North,0
user_347,50,51133,20527,12,672,18,0,West,0
user_348,30,35223,19532,36,625,2,0,West,1
user_349,28,83922,15515,48,623,15,0,East,0
user_350,64,76770,13659,48,705,8,0,East,0
user_351,45,74127,10025,24,714,13,0,West,0
user_352,42,58325,13871,24,618,2,0,South,1
user_353,35,54007,8448,24,686,2,0,North,0
user_354,61,93704,13284,48,695,19,0,East,0
user_355,30,95565,5968,24,656,6,0,West,0
user_356,40,72802,8406,48,729,18,0,North,1
user_357,61,79396,19264,36,666,2,0,North,0
user_358,43,64721,18706,36,611,0,0,West,1
user_359,21,32600,13555,48,672,11,0,South,0
user_360,22,40405,15323,12,734,5,0,South,0
user_361,39,82923,15994,48,666,6,0,East,0
user_362,34,85474,17301,36,638,1,0,West,1
user_363,28,81082,16766,36,705,17,0,East,0
user_364,58,66921,8316,48,690,14,0,South,0
user_365,32,81825,2784,48,679,14,0,East,1
user_366,46,58837,9915,48,699,9,0,East,0
user_367,47,72427,14228,36,652,16,0,South,0
user_368,49,55906,19800,12,655,17,0,North,0
user_369,35,38864,16171,48,709,17,0,North,0
user_370,21,77291,17671,36,641,14,0,South,0
user_371,63,85502,10515,48,744,5,0,North,0
user_372,48,109479,14646,36,729,8,0,West,1
user_373,23,65280,15327,48,634,10,0,North,0
user_374,38,39043,11221,36,739,14,0,South,0
user_375,54,53431,9652,48,686,2,0,West,0
user_376,52,57282,13866,24,735,18,1,East,0
user_377,49,62969,18306,48,685,0,0,South,0
user_378,45,69417,10475,36,672,16,0,South,1
user_379,46,67259,13959,48,668,10,0,North,0
user_380,59,75541,21774,12,582,17,0,West,0
user_381,28,63948,12403,48,717,10,0,South,1
user_382,39,15494,15036,48,651,6,0,West,0
user_383,62,64542,14471,48,718,0,0,West,1
user_384,42,61734,14061,12,746,11,0,North,0
user_385,49,71005,23342,12,656,3,0,South,0
user_386,53,52770,16528,12,654,7,0,West,0
user_387,58,64470,7149,24,720,14,1,West,0
user_388,55,71124,22642,12,661,10,0,East,0
user_389,63,56799,16374,24,732,7,0,North,0
user_390,23,73517,13132,48,652,11,1,South,0
user_391,39,61402,21747,24,737,2,1,West,1
user_392,30,63133,11106,48,667,3,0,North,0
user_393,47,1545,23578,24,693,11,0,South,0
user_394,35,37122,15466,12,719,7,0,West,0
user_395,31,37176,20027,12,700,9,0,South,1
user_396,46,64326,30337,24,722,0,0,South,0
user_397,44,85433,15900,24,621,12,0,North,1
user_398,33,57631,14515,12,663,6,0,North,0
user_399,52,76965,9664,48,682,19,0,East,0
user_400,57,72965,14397,48,649,2,0,East,0
user_401,24,62797,9819,48,718,15,0,East,0
user_402,33,71479,14065,48,659,11,0,West,0
user_403,29,64918,29473,36,649,4,0,East,0
user_404,54,57154,15597,48,717,17,0,South,0
user_405,57,67821,12231,36,638,7,0,North,0
user_406,27,88932,13951,36,640,11,1,South,0
user_407,21,69454,12940,12,700,2,0,North,0
user_408,32,64359,20242,12,733,15,1,North,0
user_409,41,42450,14548,24,686,9,0,South,0
user_410,31,88317,23044,48,615,16,1,South,0
user_411,64,31859,13419,48,707,9,0,West,0
user_412,64,25878,13742,12,656,2,0,North,1
user_413,64,67429,10516,12,724,1,0,East,1
user_414,34,42384,13083,12,664,13,0,West,0
user_415,54,81781,6332,24,725,8,0,East,1
user_416,54,26325,4350,48,663,16,0,West,1
user_417,45,79236,18123,24,652,3,0,North,0
user_418,24,76419,6272,36,603,14,1,South,0
user_419,46,62360,17029,36,653,12,0,South,0
user_420,36,18008,12497,48,687,18,0,North,0
user_421,30,25533,19697,12,684,8,0,South,0
user_422,22,64798,6382,12,704,3,0,North,0
user_423,55,55344,17991,24,729,7,0,North,0
user_424,39,74546,16657,36,681,14,0,North,0
user_425,26,58635,16812,36,682,13,0,West,0
user_426,39,56896,20619,48,724,2,0,South,0
user_427,28,11473,15351,36,689,16,0,West,0
user_428,34,76448,2760,12,643,7,0,East,0
user_429,30,47017,17245,12,659,13,0,North,0
user_430,23,52035,16598,12,594,12,0,South,0
user_431,58,38604,13776,48,642,14,0,East,0
user_432,49,29191,10791,24,612,10,1,North,0
user_433,35,89442,13195,36,694,14,0,East,0
user_434,43,75909,22290,48,728,11,0,West,0
user_435,43,76239,10400,24,642,8,0,West,0
user_436,38,55669,6297,48,643,14,0,South,0
user_437,39,25241,7658,36,717,0,0,East,0
user_438,48,102040,14823,12,661,11,0,East,0
user_439,46,68445,23354,24,690,5,0,West,1
user_440,30,62735,26024,24,709,0,0,West,1
user_441,24,52817,18251,48,651,18,1,South,0
user_442,22,19108,10093,48,652,12,0,North,0
user_443,23,82831,10624,12,659,5,0,South,1
user_444,27,38845,19379,48,617,16,0,West,0
user_445,36,70931,21658,36,699,12,0,South,0
user_446,51,75416,11790,36,704,8,0,North,0
user_447,30,66683,22122,36,683,7,0,West,0
user_448,39,69399,13852,36,734,14,0,North,0
user_449,48,86922,18571,12,669,17,0,South,0
user_450,37,44151,20727,12,704,1,0,North,1
user_451,48,63290,7591,12,699,1,0,West,0
user_452,39,55497,17257,48,648,10,0,West,1
user_453,57,23208,22143,12,726,0,0,North,1
user_454,43,65726,12196,24,685,17,0,South,0
user_455,40,85025,9717,24,718,6,0,South,0
user_456,33,87526,17473,24,627,16,1,South,0
user_457,33,97149,15667,48,684,15,0,South,0
user_458,63,24525,13363,48,661,6,0,East,0
user_459,31,92572,14988,12,645,6,0,East,1
user_460,35,63696,6648,36,736,1,0,North,0
user_461,37,92011,17022,24,687,4,0,East,0
user_462,48,52104,22962,48,620,13,0,East,0
user_463,39,49383,11426,24,660,7,0,East,0
user_464,24,35694,10857,12,717,11,0,North,0
user_465,42,75519,15862,48,645,6,0,East,0
user_466,42,70289,29229,36,641,5,1,South,0
user_467,57,37659,20499,36,674,12,0,South,0
user_468,59,16717,14529,48,698,11,0,North,0
user_469,54,68304,15197,36,650,16,0,North,0
user_470,53,70583,20994,12,695,15,1,North,1
user_471,64,40260,10453,36,681,0,0,West,0
user_472,62,36243,18058,24,686,6,1,East,1
user_473,60,73117,9412,24,583,2,0,North,0
user_474,53,97127,19624,24,680,5,0,North,1
user_475,32,50100,13530,48,669,2,0,North,0
user_476,22,42407,16003,48,695,2,0,South,0
user_477,48,65977,13205,48,653,7,0,North,1
user_478,30,72705,18493,48,665,13,0,South,0
user_479,42,52714,14126,48,701,8,0,South,0
user_480,37,100501,25789,12,737,4,0,West,1
user_481,46,78033,22094,48,627,14,0,North,1
user_482,23,52374,8478,36,700,16,0,West,0
user_483,27,28150,15957,12,728,9,0,North,0
user_484,64,86388,18675,48,707,7,0,East,0
user_485,28,83838,12709,36,726,17,1,North,0
user_486,40,53944,21062,12,658,5,0,North,0
user_487,32,67011,20473,24,729,16,0,North,0
user_488,55,56990,14582,12,651,3,0,North,0
user_489,37,70411,19906,48,682,14,0,North,1
user_490,48,39501,2946,12,659,9,0,North,0
user_491,61,36649,21787,12,661,12,0,West,0
user_492,30,76217,19432,24,611,0,0,East,1
user_493,42,78752,9561,12,601,8,0,West,1
user_494,58,50184,16259,12,727,4,0,East,1
user_495,53,45017,4868,24,608,10,0,West,0
user_496,42,82951,11182,48,690,3,0,West,0
user_497,64,45694,20478,36,628,19,0,North,0
user_498,57,61108,14935,12,646,15,0,West,0
user_499,33,58571,14658,24,707,17,0,East,0
user_500,47,30661,15226,12,686,7,0,South,0
user_501,35,63842,14642,48,674,1,0,East,1
user_502,42,61888,19937,48,725,16,0,West,0
user_503,50,67203,11905,24,668,9,0,South,0
user_504,63,63164,17096,36,729,12,0,North,0
user_505,60,102713,9276,36,637,14,1,South,1
user_506,57,83233,18705,12,632,8,0,North,0
user_507,54,60776,13393,24,674,7,0,East,0
user_508,64,62604,14795,36,680,5,0,South,1
user_509,54,95272,13189,48,645,3,1,South,0
user_510,55,77261,13821,36,668,17,0,South,1
user_511,62,35419,9976,24,734,2,0,North,0
user_512,39,78978,16646,48,664,3,1,North,0
user_513,28,84856,17773,12,602,12,0,East,0
user_514,59,92354,8346,48,610,19,0,East,1
user_515,53,51970,12018,36,763,10,0,West,0
user_516,64,50510,15150,36,738,7,0,North,0
user_517,48,41163,12006,36,662,13,0,East,0
user_518,57,66162,13885,12,712,13,0,South,0
user_519,45,74657,23080,36,690,15,0,South,0
user_520,56,49733,9909,24,730,13,1,South,0
user_521,37,57163,3439,12,637,0,0,East,0
user_522,44,18925,12006,48,638,1,0,South,1
user_523,41,90188,13359,36,732,19,0,South,0
user_524,22,28700,12550,24,620,0,0,North,0
user_525,51,67495,16344,24,682,10,0,North,0
user_526,64,64765,9859,12,678,5,0,East,0
user_527,53,60916,9123,24,711,14,0,North,1
user_528,50,61375,11627,12,685,11,0,West,0
user_529,32,39764,11730,12,674,4,1,East,1
user_530,64,53438,25604,12,664,11,0,West,0
user_531,32,79379,22762,48,640,13,0,West,0
user_532,44,85303,6652,48,673,13,0,East,0
user_533,44,51581,5350,24,726,18,1,North,0
user_534,31,28791,14571,48,668,4,0,North,0
user_535,33,44426,24557,12,736,2,1,East,0
user_536,47,97053,18330,12,709,17,0,West,0
user_537,28,45617,14835,48,699,5,1,East,0
user_538,30,58055,12719,24,673,8,0,East,0
user_539,28,88318,20385,12,654,6,0,South,1
user_540,40,49462,15889,48,747,17,0,South,0
user_541,28,56689,23658,36,711,1,0,West,0
user_542,29,75889,6561,24,674,19,1,North,1
user_543,27,94236,17118,24,747,9,0,South,0
user_544,34,47088,12183,24,705,11,0,South,0
user_545,48,87841,17071,36,623,1,0,West,0
user_546,22,54369,16254,12,662,12,0,East,0
user_547,63,42281,17548,24,709,7,0,South,1
user_548,28,64991,19887,48,740,6,0,North,0
user_549,33,36848,21948,24,774,2,1,West,0
user_550,41,69440,24758,48,681,7,1,South,0
user_551,48,122992,15078,24,704,0,0,West,1
user_552,55,82112,12288,48,655,14,0,South,0
user_553,43,57902,8870,48,644,0,0,South,0
user_554,35,81044,17174,48,612,11,0,West,0
user_555,22,41369,19174,36,695,10,0,North,0
user_556,32,44726,8257,36,730,15,0,North,0
user_557,56,58456,20723,36,711,3,0,East,1
user_558,23,61755,14493,12,683,1,0,South,0
user_559,25,34133,8720,48,728,2,0,East,0
user_560,23,53870,10758,12,798,3,0,West,0
user_561,39,57108,10283,36,646,17,0,East,0
user_562,22,90839,10372,48,583,11,0,West,0
user_563,64,34133,17849,12,693,0,0,North,0
user_564,57,32279,19319,36,723,2,0,West,0
user_565,37,63514,23495,12,618,3,0,West,0
user_566,34,83017,11508,12,713,5,0,East,1
user_567,48,71031,16714,36,666,16,0,South,0
user_568,47,66053,11764,48,693,7,0,East,0
user_569,30,54227,15100,24,643,17,0,North,0
user_570,23,73522,7598,24,640,15,0,North,0
user_571,56,76537,9384,12,635,5,0,North,0
user_572,58,54853,19015,12,706,18,0,South,0
user_573,45,41027,7582,12,655,7,0,East,0
user_574,42,41157,18074,48,690,3,0,West,0
user_575,59,77574,11619,12,681,8,0,West,1
user_576,50,29114,5372,12,632,7,0,South,1
user_577,41,93541,2307,12,683,18,0,North,0
user_578,50,50877,22317,36,689,0,0,South,1
user_579,48,66190,5472,24,722,3,0,West,0
